op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,dep_delay,taxi_out,taxi_in,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,fl_year,fl_month,fl_day,fl_dayofweek,is_weekend,season,crs_dep_hour,crs_dep_min,dep_hour,dep_min,wheels_off_hour,wheels_off_min,wheels_on_hour,wheels_on_min,crs_arr_hour,crs_arr_min,arr_hour,arr_min
4,2723.0,257,232,7,15,14,8,-0.37268388965212934,0.11517324562576223,0.5070699765731647,-0.1520967534258844,0,0,-0.6758450530499118,-0.5182865667521989,-0.6001655860592886,-0.6585216536710905,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,2,6,1,1,12,39,12,32,12,51,14,4,14,17,14,16
4,923.0,36,33,19,15,14,8,-0.37268388965212934,0.42243344806794403,-0.0585588107771974,-0.529120043367086,0,0,0.586276936247926,0.4591070987654111,0.41977820999694276,0.18186412010323214,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,23,5,1,3,7,15,7,8,7,30,9,55,10,25,10,3
13,1281.0,64,51,15,46,19,18,-0.29810135788706765,-0.19208695681641957,-0.3413732044523784,-0.2777711834062849,0,0,-0.7855947912497238,-0.7798426180878973,-0.7418244466226541,-0.681958707122964,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,5,0,0,3,7,10,7,7,7,23,8,26,8,40,8,32
3,1273.0,138,176,30,52,45,39,-0.4286207884759256,0.5248535155486713,0.08284838606039312,-0.40344561338668544,0,0,-0.23684610025066388,-0.22919829948642692,-0.3168478649325577,-0.33709920633111057,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,21,1,0,1,7,10,7,0,7,23,8,56,9,20,9,5
1,2659.0,73,62,42,254,233,4,-0.29810135788706765,0.9345337854715804,-0.19996600761478792,-0.008468833448283796,0,0,0.7646202608226205,0.9822192014368081,0.9014183359123854,0.6154496089628927,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,27,4,0,0,14,37,14,34,15,1,16,0,16,0,16,7
14,5770.0,154,176,30,69,269,47,-0.2608100920045368,-0.0896668893356923,-0.3413732044523784,-0.40344561338668544,0,0,-0.8541883776246063,-0.972568129598412,-0.9543127374677023,-1.0435589603804416,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,6,4,0,0,6,30,6,29,6,46,7,34,7,55,7,40
9,566.0,145,139,26,130,119,12,0.7646997197650617,-0.3969270917778741,0.36566277973557415,0.5480893564649185,0,0,0.997838454497221,0.8583242297514772,0.9014183359123854,1.259968578889415,0.18007135290655046,-0.06894253228977358,1.510021494707118,-0.023245306255910498,-0.20843730158677687,2024,6,6,3,0,1,22,53,23,47,0,1,6,0,5,33,6,11
5,1094.0,243,223,4,71,70,5,-0.03706249670935168,-0.0896668893356923,0.08284838606039312,0.24288002651251728,0,0,0.07868439707379556,0.29391380318497,0.30645112154625037,0.21701970028104245,0.18007135290655046,-0.06894253228977358,0.43757289637522995,-0.023245306255910498,-0.20843730158677687,2024,4,2,1,0,1,0,47,0,58,1,15,4,32,4,20,4,41
13,62.0,120,112,42,67,64,42,1.4732337715331478,1.1393739204330349,7.153208227939919,2.6666011761345274,0,0,-1.1285627231241362,-0.1741338676262799,-1.053473939862058,-1.0017070792163816,-0.14611797876824387,-0.06894253228977358,3.8441743263706387,-0.023245306255910498,2.879070003952455,2024,1,15,0,0,3,21,30,23,2,23,31,0,12,22,35,1,11
1,845.0,55,46,31,195,190,4,-0.20487319318074051,-0.19208695681641957,-0.3413732044523784,-0.33163165339788514,0,0,1.8895550773706933,1.794419571373977,1.9071962459122804,2.076917299211864,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,11,3,0,2,21,15,21,17,21,33,22,43,23,0,22,49
4,2093.0,138,176,30,266,256,7,-0.2421644590632714,0.2175933131064895,-0.6241875981275594,-0.09823628343428417,0,0,0.4079336116732315,0.5141715306255582,0.5614370705603082,0.2806345596504135,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,23,1,0,3,12,0,12,0,12,20,14,55,14,57,14,59
1,697.0,156,142,9,205,199,2,0.42907832682228403,0.32001338058721673,-0.7655947949651499,0.4942288864733183,0,0,2.987052459368813,3.060901504157359,3.1821259909825694,3.5852590963645827,0.8917571674697381,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,2,1,0,3,21,30,22,6,22,27,7,7,6,35,7,10
4,1470.0,16,15,8,163,131,23,-0.3540382567108639,-0.6017672267393286,-0.3413732044523784,-0.3675386333922853,0,0,-0.27800225207559337,-0.2980288393116107,-0.18935489042552875,-0.2433509925236164,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,29,1,0,0,16,45,16,39,16,51,17,33,17,52,17,39
1,1653.0,146,147,4,72,65,42,0.9138647832951852,0.012753178145034964,-0.0585588107771974,0.7635312364313195,0,0,0.558839501697973,0.4728732067304479,0.4906076402786255,0.6656718663597645,0.4469535333677458,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.7983585589151464,2024,6,12,2,0,1,12,35,13,37,13,55,18,25,17,43,18,33
13,1682.0,267,254,7,44,39,30,-0.3353926237695985,-0.49934715925860135,-0.7655947949651499,-0.09823628343428417,0,0,0.10612183162374855,0.2801476952199332,0.4339440960532793,0.36099017148540846,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,23,5,1,0,6,5,6,0,6,13,8,39,8,40,8,42
12,2327.0,72,65,5,194,189,25,-0.29810135788706765,-0.49934715925860135,-0.19996600761478792,-0.3136781634006851,0,0,-0.7993135085247003,-0.8211409419830077,-0.7559903326789906,-0.6116475467673435,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,23,4,0,2,13,45,13,42,13,55,15,57,16,14,16,4
13,4004.0,145,139,26,195,190,4,-0.3353926237695985,0.5248535155486713,-0.6241875981275594,-0.11618977343148425,0,0,-1.1971563094990187,-1.0413986694235957,-1.0818057119747313,-1.0720182395720024,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,12,3,0,2,21,50,21,45,22,8,22,47,22,50,22,51
11,5452.0,218,206,4,244,228,4,-0.4099751555346602,-0.49934715925860135,2.0625491417866604,0.00948465654891628,0,0,-1.0599691367492539,-0.7523104021578239,-0.9118150792986927,-1.0686700890788774,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,15,4,0,0,10,50,10,41,10,54,11,45,12,0,12,8
13,286.0,202,193,2,71,70,5,-0.14893629435694425,-0.3969270917778741,-0.19996600761478792,-0.24186420341188478,0,0,-0.5798140321250763,-0.6559476464025665,-0.6001655860592886,-0.394017764714232,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,25,6,1,3,15,0,15,5,15,19,16,32,16,45,16,39
4,549.0,16,15,8,248,229,4,-0.27945572494580223,-1.0114474966622378,-0.9070019918027404,-0.4393525933810856,0,0,2.0678984019453877,1.9458467589893813,2.2330116252080208,2.140532158581235,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,16,6,1,1,17,59,17,57,18,5,19,38,19,57,19,40
4,2622.0,183,161,21,204,198,36,-0.29810135788706765,1.8563143927981258,-0.19996600761478792,-0.0802827934370841,0,0,0.11984054889872506,0.2801476952199332,0.051465172532192544,0.2387826784863536,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,24,6,1,3,7,13,7,10,7,46,10,45,10,49,10,52
7,532.0,119,111,9,132,113,9,-0.20487319318074051,-0.0896668893356923,-0.19996600761478792,0.08129861653771658,0,0,-1.2657498958739013,-1.0551647773886326,-1.053473939862058,-1.0402108098873168,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,9,0,0,0,18,30,18,32,18,49,19,30,19,25,19,37
4,1217.0,16,15,8,231,90,7,-0.1862275602394751,0.5248535155486713,-0.3413732044523784,-0.06232930343988402,0,0,-0.6346889012249823,-0.5458187826822725,-0.6001655860592886,-0.5396623111651604,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,5,4,0,3,22,35,22,38,23,1,0,14,0,16,0,20
4,2805.0,162,128,23,15,14,8,-0.3540382567108639,-0.7041872942200559,0.08284838606039312,-0.3136781634006851,0,0,-0.42890814210033484,-0.4081577030319048,-0.33101375098889424,-0.2433509925236164,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,27,1,0,2,9,55,9,49,10,0,12,32,12,51,12,41
1,440.0,145,139,26,205,199,2,-0.29810135788706765,0.012753178145034964,-0.3413732044523784,-0.33163165339788514,0,0,-0.9639381158244182,-1.0001003455284856,-0.9968103956367119,-0.9749218752713833,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,25,6,1,2,13,33,13,30,13,48,14,33,14,50,14,39
11,3401.0,42,38,4,258,236,4,-0.3540382567108639,2.5732548651632166,-0.3413732044523784,0.3146939865013176,0,0,-0.7855947912497238,-0.284262731346574,-0.6143314721156251,-0.7539439427251471,0.5952214114017432,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,10,6,1,0,10,29,10,23,11,6,12,18,11,59,12,24
9,428.0,145,139,26,234,226,42,-0.44726642141719103,-0.49934715925860135,-0.7655947949651499,-0.17005024342308447,0,0,0.13355926617370156,0.3352121270800803,0.4906076402786255,0.3877753754304068,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,1,2,0,1,16,15,16,4,16,17,20,47,20,52,20,50
0,5304.0,16,15,8,171,177,0,-0.37268388965212934,-0.2945070242971468,-0.6241875981275594,-0.529120043367086,0,0,-1.1422814403991128,-1.2754225048292207,-1.20929868648176,-1.155722001900122,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,7,5,1,0,8,55,8,48,9,3,8,33,8,59,8,37
12,1074.0,243,223,4,195,190,4,0.07481130093824089,1.0369538529523077,-0.7655947949651499,0.2787870065069174,0,0,-0.8816258121745593,-0.7247781862277504,-0.8126538769043368,-0.7941217486426446,-0.14611797876824387,-0.06894253228977358,0.18523204970890333,-0.023245306255910498,0.3620803526976463,2024,11,8,4,0,0,21,0,21,17,21,45,22,43,22,23,22,46
4,561.0,89,88,4,15,14,8,0.09345693387950631,-0.8066073617007832,-0.3413732044523784,-0.06232930343988402,0,0,1.519149710946328,1.4089685483529477,1.5955467526728762,1.94131720424031,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,7,5,1,2,22,30,22,48,22,58,5,46,5,48,5,52
13,4681.0,68,61,42,146,156,42,-0.2421644590632714,-0.3969270917778741,-0.6241875981275594,-0.2777711834062849,0,0,-1.0599691367492539,-1.096463101283743,-1.0109762816930485,-0.9113070159020124,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,13,1,0,2,20,45,20,45,20,59,21,43,21,55,21,47
12,2091.0,193,50,11,242,241,48,-0.27945572494580223,0.11517324562576223,0.22425558289798364,-0.13414326342868432,0,0,1.7935240564458579,1.904548435094271,1.921362131968617,1.4792724361890888,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,2,1,0,2,13,30,13,28,13,47,15,58,16,8,16,8
5,1665.0,43,20,18,174,166,7,-0.39132952259339476,-0.2945070242971468,0.22425558289798364,-0.5829805133586862,0,0,0.3804961771232785,0.2250832633597862,0.2497875773209042,0.18186412010323214,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,7,0,0,0,13,9,13,1,13,16,15,29,16,4,15,39
1,125.0,198,267,7,204,198,36,-0.37268388965212934,-1.0114474966622378,0.22425558289798364,-0.33163165339788514,0,0,0.18843413527360756,0.21131715539474943,0.3347828936589235,0.1902344963360441,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,21,5,1,2,12,8,12,1,12,9,14,28,14,49,14,38
13,3043.0,146,147,4,71,70,5,-0.20487319318074051,0.7296936505101258,-0.6241875981275594,0.00948465654891628,0,0,-0.031065341126016423,0.12872050760452886,0.09396283070120219,0.041241799391990894,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,1,1,0,0,13,10,13,12,13,37,16,39,16,35,16,43
3,2613.0,16,15,8,154,183,30,1.2681318091792282,1.241793987913762,0.08284838606039312,1.6252987562969232,0,0,-0.2917209693505699,0.01859164388423478,-0.16102311831285565,-0.12616572526424868,-0.14611797876824387,-0.06894253228977358,3.0240665747050777,-0.023245306255910498,1.3688762131995698,2024,1,14,6,1,3,16,53,18,14,18,44,20,28,18,59,20,37
4,2732.0,16,15,8,257,249,23,-0.2608100920045368,-0.7041872942200559,-0.0585588107771974,-0.295724673403485,0,0,-0.6072514666750294,-0.6421815384375298,-0.557667927890279,-0.5915586438085947,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,21,6,1,3,21,55,21,54,22,5,22,21,22,38,22,29
13,3244.0,55,46,31,46,19,18,-0.3167469908283331,-0.3969270917778741,-0.6241875981275594,-0.3675386333922853,0,0,-0.8541883776246063,-0.9037375897732282,-0.8126538769043368,-0.7974698991357694,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,19,1,0,3,7,0,6,56,7,10,8,8,8,25,8,12
3,498.0,241,236,48,35,33,19,-0.3353926237695985,-0.0896668893356923,-0.48278040128996896,-0.33163165339788514,0,0,2.259960443795059,2.262467242185227,2.388836371827723,2.7766807522749453,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,27,1,0,3,22,2,21,57,22,14,5,58,6,14,6,3
14,4793.0,154,176,30,130,119,12,-0.37268388965212934,-0.7041872942200559,0.08284838606039312,-0.5829805133586862,0,0,-0.1133776447758754,-0.284262731346574,-0.2035207764818653,-0.29692140041361303,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,14,6,1,1,18,0,17,53,18,4,19,45,20,19,19,54
13,1548.0,267,254,7,22,108,6,4.232787446840431,-0.9090274291815105,-0.3413732044523784,3.725857085969332,0,0,0.24330900437351355,-0.022706680010875502,0.13646048887021184,0.4580865357860274,4.776375571960471,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,1.4359959372330313,2024,1,9,1,0,3,15,30,19,30,19,39,21,44,18,15,21,50
10,5613.0,55,46,31,275,135,41,-0.3353926237695985,0.32001338058721673,-0.6241875981275594,-0.34958514339508523,0,0,-1.0874065712992067,-1.1102292092487795,-1.1243033701437408,-1.1054997445032502,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,16,0,0,0,14,32,14,27,14,48,15,24,15,40,15,28
1,2475.0,257,232,7,56,48,31,-0.018416863768086253,0.9345337854715804,0.08284838606039312,0.20697304651811713,0,0,-0.4426268593753114,-0.2704966233815372,-0.4160090673269135,-0.4860919032751638,0.20972492851334995,-0.06894253228977358,0.248317261375485,-0.023245306255910498,-0.20843730158677687,2024,12,11,2,0,0,11,44,11,56,12,23,13,49,13,39,13,58
13,513.0,165,50,11,248,229,4,0.8392822515301234,-0.0896668893356923,-0.6241875981275594,0.8712521764145199,0,0,1.6837743182460458,1.7393551395138298,1.8646985877432707,1.6751392400368892,1.4551751039989285,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.1413175775533153,2024,6,24,0,0,1,20,15,21,13,21,30,23,37,22,45,23,41
4,826.0,183,161,21,231,90,7,-0.3540382567108639,-0.49934715925860135,-0.6241875981275594,-0.22391071341468471,0,0,0.7646202608226205,0.8583242297514772,1.0147454243630778,0.9686794859875582,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,10,2,0,1,15,25,15,19,15,32,19,39,19,48,19,43
12,2341.0,193,50,11,126,116,42,-0.2608100920045368,0.11517324562576223,0.6484771734107552,-0.09823628343428417,0,0,0.35305874257332553,0.4728732067304479,0.4056123239406062,0.14670853992542182,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,18,1,0,1,12,45,12,44,13,3,15,27,15,38,15,40
2,751.0,202,193,2,202,205,35,-0.39132952259339476,-0.3969270917778741,-0.7655947949651499,-0.2777711834062849,0,0,0.11984054889872506,0.19755104742971266,0.3347828936589235,0.2873308606366631,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,8,3,0,2,10,0,9,52,10,6,12,25,12,36,12,28
4,1022.0,251,219,45,126,116,42,-0.3167469908283331,0.32001338058721673,-0.3413732044523784,-0.3675386333922853,0,0,0.5176833498730435,0.4728732067304479,0.47644175422228896,0.5987088564972687,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,14,1,0,1,13,55,13,51,14,12,17,41,18,0,17,47
1,1698.0,154,176,30,174,166,7,-0.3353926237695985,0.9345337854715804,-0.6241875981275594,-0.17005024342308447,0,0,0.6137143707978789,0.7344292580661463,0.6889300450673371,0.4329754070875915,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,23,1,0,2,18,30,18,25,18,52,21,36,21,42,21,40
4,1439.0,36,33,19,266,256,7,0.2612676303508951,0.9345337854715804,-0.48278040128996896,0.40446143648731797,0,0,0.778338978097597,0.8996225536465875,0.8447547916870392,0.5819681040316447,-0.1164644031614444,-0.06894253228977358,-0.004023585290841611,-0.023245306255910498,0.6641191108482233,2024,6,13,3,0,1,15,40,16,7,16,34,19,29,19,4,19,34
13,4003.0,258,246,23,77,71,13,-0.39132952259339476,-1.0114474966622378,-0.7655947949651499,-0.529120043367086,0,0,-1.1285627231241362,-1.2478902888991472,-1.0676398259183946,-0.9682255742851338,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,29,6,1,2,10,20,10,12,10,20,11,0,11,25,11,3
3,1942.0,154,176,30,71,70,5,0.2239763644683643,-0.19208695681641957,-0.0585588107771974,-0.7086549433390867,0,0,2.040460967395435,1.3401380085277639,1.4113902339405011,1.3101908362862869,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,10,6,1,3,13,50,14,15,14,31,16,6,16,46,16,14
8,3535.0,217,205,40,72,65,42,3.431025230366018,0.012753178145034964,0.36566277973557415,3.725857085969332,0,0,-0.05850277567596942,0.26638158725489647,0.23562169126456767,-0.003958232265193795,-0.14611797876824387,5.455218699625445,0.9422545897078831,-0.023245306255910498,3.4495876582368776,2024,4,20,5,1,1,12,19,15,36,15,54,19,6,15,42,19,17
12,1233.0,72,65,5,86,184,28,-0.20487319318074051,-0.49934715925860135,-0.19996600761478792,-0.5829805133586862,0,0,1.0664320408721033,0.7757275819612567,0.8872524498560488,1.2850797075878508,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,3,6,1,0,11,33,11,35,11,48,16,46,17,18,16,53
1,402.0,243,223,4,72,65,42,0.018874402114444598,0.012753178145034964,0.9312915670859362,0.4762753964761183,0,0,0.8880887162974089,1.2437752527725066,1.1847360570391163,1.049035097822553,-0.14611797876824387,-0.06894253228977358,1.9516179763731896,-0.023245306255910498,-0.20843730158677687,2024,9,25,2,0,2,5,40,5,54,6,12,11,31,11,12,11,46
4,1198.0,254,228,4,251,224,45,-0.39132952259339476,-0.6017672267393286,-0.6241875981275594,-0.34958514339508523,0,0,-0.5112204457501939,-0.4907543508221254,-0.3593455231015673,-0.4174548181661055,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,8,0,0,2,10,1,9,53,10,5,12,35,12,51,12,39
4,1060.0,16,15,8,17,17,42,-0.055708129650617104,-0.7041872942200559,-0.0585588107771974,-0.295724673403485,0,0,0.13355926617370156,-0.050238895940949026,0.051465172532192544,-0.0407878876895665,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,19,3,0,0,17,59,18,9,18,20,19,19,19,36,19,27
11,3428.0,89,88,4,233,227,4,-0.39132952259339476,-0.6017672267393286,-0.7655947949651499,-0.3136781634006851,0,0,-0.9913755503743713,-0.9450359136683385,-0.8126538769043368,-0.876151435724202,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,5,2,0,1,12,10,12,2,12,14,13,12,13,25,13,15
11,5918.0,72,65,5,96,243,40,-0.3167469908283331,0.42243344806794403,-0.48278040128996896,-0.33163165339788514,0,0,-0.6072514666750294,-0.628415430472493,-0.6568291302846349,-0.5932327190551571,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,26,2,0,1,10,10,10,6,10,28,12,37,12,53,12,42
12,2194.0,146,147,4,126,116,42,-0.2421644590632714,-0.3969270917778741,-0.0585588107771974,-0.18800373342028456,0,0,0.6823079571727615,0.7206631501011096,0.8022571335180295,0.9067387018647495,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,20,4,0,0,5,45,5,45,5,59,10,51,11,2,10,59
13,3330.0,162,128,23,71,70,5,1.2867774421204936,0.42243344806794403,-0.3413732044523784,1.4637173463221225,0,0,-0.5112204457501939,-0.339327163206721,-0.3735114091579039,-0.5095289567270374,-0.14611797876824387,-0.06894253228977358,5.42130461803518,-0.023245306255910498,-0.20843730158677687,2024,6,21,4,0,1,17,5,18,27,18,49,19,18,17,55,19,24
13,5237.0,18,18,42,120,116,42,-0.27945572494580223,-0.0896668893356923,-0.6241875981275594,-0.24186420341188478,0,0,-1.1971563094990187,-1.1790597490739634,-1.1384692562000773,-1.1540479266535597,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,1,0,0,1,8,45,8,43,9,0,9,35,9,45,9,39
4,2254.0,16,15,8,103,94,7,-0.2608100920045368,0.2175933131064895,-0.48278040128996896,-0.1520967534258844,0,0,-1.0325317021993008,-0.9588020216333752,-0.9684786235240388,-0.8995884891760755,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,11,3,0,3,8,45,8,44,9,4,9,51,9,57,9,56
14,3548.0,125,266,47,65,53,15,-0.29810135788706765,1.3442140553944895,0.08284838606039312,-0.09823628343428417,0,0,-0.6621263357749353,-0.5182865667521989,-0.7276585605663175,-0.7522698674785847,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,22,2,0,1,8,32,8,29,9,0,10,4,10,11,10,13
11,5364.0,190,181,34,196,51,11,-0.37268388965212934,-0.6017672267393286,0.6484771734107552,-0.5111665533698859,0,0,-0.2094086657007109,-0.32556105524168427,-0.3168478649325577,-0.24167691727705398,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,7,2,0,3,7,43,7,36,7,48,9,21,9,55,9,34
1,1772.0,163,184,7,72,65,42,-0.37268388965212934,0.11517324562576223,3.052399519649794,-0.09823628343428417,0,0,0.4902459153230905,0.6931309341710361,0.3914464378842697,0.24715305471916557,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,24,3,0,0,17,35,17,28,17,47,19,10,19,38,19,40
13,2235.0,253,216,4,233,227,4,-0.2421644590632714,-0.6017672267393286,0.22425558289798364,-0.0802827934370841,0,0,-0.7855947912497238,-0.6697137543676033,-0.6284973581719617,-0.5982549447948443,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,21,6,1,2,8,55,8,55,9,7,10,18,10,25,10,28
12,1239.0,230,85,7,126,116,42,-0.27945572494580223,-0.8066073617007832,-0.0585588107771974,-0.5470735333642861,0,0,0.09240311434877206,-0.11906943576613283,-0.0051983716931536415,0.039567724145428494,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,14,4,0,1,9,0,8,58,9,8,10,3,10,34,10,11
4,426.0,70,266,47,15,14,8,-0.37268388965212934,-0.3969270917778741,-0.19996600761478792,-0.47525957337548574,0,0,-0.3328771211754994,-0.4219238109969416,-0.3593455231015673,-0.4860919032751638,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,14,6,1,3,10,0,9,53,10,7,11,37,12,3,11,44
13,3079.0,145,139,26,248,229,4,-0.3167469908283331,-0.7041872942200559,-0.7655947949651499,-0.5111665533698859,0,0,-0.7855947912497238,-0.9450359136683385,-0.7984879908480003,-0.7556180179717095,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,16,2,0,0,7,30,7,26,7,37,8,36,9,0,8,39
4,1913.0,250,225,37,78,72,20,-0.29810135788706765,0.42243344806794403,-0.0585588107771974,-0.3854921233894854,0,0,2.0678984019453877,2.0009111908495285,2.006357448306636,1.8291541627206294,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,11,6,1,3,15,30,15,27,15,49,19,6,19,28,19,14
4,1488.0,16,15,8,222,211,31,-0.37268388965212934,-0.6017672267393286,2.769585125974613,-0.02642232344548387,0,0,-0.8679070948995828,-0.6146493225074562,-0.8268197629606734,-0.8058402753685814,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,8,0,0,2,11,15,11,8,11,20,12,17,12,39,12,45
13,3414.0,189,125,9,119,115,9,-0.3167469908283331,-1.0114474966622378,1.9211419449490699,-0.1520967534258844,0,0,-1.3343434822487836,-1.2203580729690737,-1.3084598888761159,-1.2344035384885548,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,17,3,0,0,13,40,13,36,13,44,14,7,14,30,14,29
