op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,dep_delay,taxi_out,taxi_in,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,fl_year,fl_month,fl_day,fl_dayofweek,is_weekend,season,crs_dep_hour,crs_dep_min,dep_hour,dep_min,wheels_off_hour,wheels_off_min,wheels_on_hour,wheels_on_min,crs_arr_hour,crs_arr_min,arr_hour,arr_min
11,4956.0,73,62,42,106,96,25,2.5173892162440117,3.495035472489762,-0.3413732044523784,3.2770198360393303,0,0,-0.49750172847521734,0.1562527235346024,-0.2885160928198846,-0.46265484982329025,-0.14611797876824387,9.221692266840368,2.456299669705843,-0.023245306255910498,-0.20843730158677687,2024,11,3,6,1,0,13,17,15,45,16,37,18,12,15,8,18,18
7,80.0,119,111,9,195,190,4,0.42907832682228403,-0.0896668893356923,-0.48278040128996896,0.2967404965041175,0,0,2.575490941119518,2.4964910775908518,2.6296564347854443,2.9558068036571217,0.5655678357949437,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,8,0,0,1,13,35,14,11,14,28,22,29,22,10,22,34
4,2105.0,129,273,31,15,14,8,1.174903644472901,-0.7041872942200559,-0.3413732044523784,1.0507870763865206,0,0,-0.7993135085247003,-0.8624392658781179,-0.7559903326789906,-0.7706846951907711,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,2.0065135915174546,2024,5,27,0,0,1,14,28,15,44,15,55,16,57,15,57,17,3
8,3690.0,184,175,16,17,17,42,-0.39132952259339476,1.549054190355944,-0.19996600761478792,0.06334512654051651,0,0,-0.7170012048748413,-0.3806254871018313,-0.5859997000029521,-0.6585216536710905,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,9,3,0,1,13,34,13,26,13,59,15,13,15,9,15,20
4,1600.0,230,85,7,65,53,15,-0.3167469908283331,-0.7041872942200559,-0.3413732044523784,-0.33163165339788514,0,0,-0.07222149295094592,-0.09153721983605931,0.037299286475856,0.06970107858355162,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,12,1,0,0,13,11,13,7,13,18,15,16,15,33,15,22
4,2864.0,85,177,28,185,169,21,0.4850152256460803,-0.19208695681641957,-0.7655947949651499,0.2967404965041175,0,0,0.4353710462231845,0.30767991115000676,0.41977820999694276,0.2856567853901007,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.5969993868147617,2024,12,27,4,0,0,12,5,12,44,13,0,14,25,14,4,14,28
2,814.0,189,125,9,242,241,48,0.07481130093824089,-0.19208695681641957,0.08284838606039312,0.15311257652651689,0,0,2.7126781138692833,2.785579344856624,2.8846423837995023,3.0177475877799305,0.32833923094054784,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,2,1,0,3,23,5,23,22,23,38,6,57,6,50,7,6
12,425.0,72,65,5,164,191,7,-0.3353926237695985,0.5248535155486713,1.6383275512738888,0.4762753964761183,0,0,0.9841197372222444,1.6016940598634624,1.4113902339405011,1.1863092680406695,-0.14611797876824387,-0.06894253228977358,1.9516179763731896,-0.023245306255910498,-0.20843730158677687,2024,8,30,4,0,2,8,15,8,10,8,33,14,8,13,54,14,28
14,4262.0,138,176,30,35,33,19,-0.3540382567108639,4.109555877374126,-0.48278040128996896,0.18901955652091704,0,0,-0.9502193985494418,-0.5458187826822725,-1.0818057119747313,-1.0887589920376262,-0.14611797876824387,-0.06894253228977358,0.9422545897078831,-0.023245306255910498,-0.20843730158677687,2024,1,15,0,0,3,21,59,21,53,22,51,23,30,23,17,23,35
9,1050.0,93,84,7,210,195,7,-0.018416863768086253,-0.49934715925860135,-0.6241875981275594,0.027438146546116357,0,0,-0.5935327494000529,-0.5595848906473092,-0.4443408394395866,-0.5229215586995365,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,18,0,0,0,7,0,7,12,7,25,7,49,7,44,7,53
4,2464.0,16,15,8,123,117,0,-0.2608100920045368,-0.8066073617007832,-0.6241875981275594,-0.2777711834062849,0,0,-1.2108750267739952,-1.2341241809341106,-1.0959715980310678,-1.1490257009138725,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,8,3,0,3,19,25,19,24,19,34,19,12,19,24,19,16
0,5280.0,78,67,20,271,259,20,-0.29810135788706765,-0.6017672267393286,-0.7655947949651499,-0.3854921233894854,0,0,-1.0736878540242303,-1.15152753314389,-1.025142167749385,-1.0552774871063784,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,5,0,0,2,8,35,8,32,8,44,9,27,9,44,9,30
11,3869.0,165,50,11,78,72,20,1.9020833291822528,1.6514742578366712,0.08284838606039312,2.1279964762185255,0,0,-0.9776568330993948,-0.7523104021578239,-1.0109762816930485,-1.020121906928568,3.2640432160136967,-0.06894253228977358,0.5006581080418115,-0.023245306255910498,-0.20843730158677687,2024,7,28,6,1,2,17,43,19,38,20,12,21,56,19,59,22,5
13,3024.0,155,145,4,253,221,4,-0.4286207884759256,-0.8066073617007832,-0.7655947949651499,-0.5111665533698859,0,0,-0.8541883776246063,-0.9312698057033018,-0.7701562187353271,-0.7539439427251471,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,4,0,0,0,17,40,17,30,17,40,18,41,19,5,18,44
1,608.0,173,158,7,196,51,11,0.8952191503539196,-0.2945070242971468,0.22425558289798364,0.7635312364313195,0,0,0.8194951299225265,0.7481953660311831,0.788091247461693,0.6020570069903934,-0.14611797876824387,-0.06894253228977358,0.43757289637522995,-0.023245306255910498,1.1339571790824543,2024,5,10,4,0,1,13,43,14,44,14,59,16,50,16,10,17,0
11,4793.0,69,63,33,196,51,11,-0.4286207884759256,-0.3969270917778741,0.9312915670859362,-0.6188874933530863,0,0,-0.7718760739747473,-0.9312698057033018,-0.9968103956367119,-1.0000330039698193,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,15,0,0,2,14,9,13,59,14,13,13,58,14,40,14,13
10,5552.0,275,132,41,56,48,31,-0.3353926237695985,-0.6017672267393286,1.2141059607611173,-0.3136781634006851,0,0,-0.9913755503743713,-0.9863342375634487,-1.053473939862058,-1.1054997445032502,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,26,0,0,2,11,5,11,0,11,12,11,53,12,20,12,10
2,342.0,232,222,4,17,17,42,-0.46591205435845645,0.012753178145034964,0.36566277973557415,-0.529120043367086,0,0,0.53140206714802,0.4728732067304479,0.44810998210961583,0.5468125238538344,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,29,6,1,2,18,23,18,11,18,29,22,56,23,29,23,7
9,498.0,233,221,42,145,154,4,-0.22351882612200594,-0.3969270917778741,-0.3413732044523784,-0.11618977343148425,0,0,0.668589239897785,0.7481953660311831,0.8589206777433758,0.625494060442267,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,30,2,0,0,22,59,23,0,23,14,0,10,0,15,0,16
1,2507.0,193,50,11,174,166,7,-0.3353926237695985,-0.3969270917778741,-0.3413732044523784,-0.6547944733474865,0,0,0.6137143707978789,0.3627443430101538,0.4622758681659524,0.6020570069903934,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,26,0,0,2,8,24,8,19,8,33,12,1,12,36,12,7
1,649.0,173,158,7,164,191,7,0.33585016211595686,-0.19208695681641957,-0.0585588107771974,0.15311257652651689,0,0,-0.9913755503743713,-1.1239953172138164,-1.1243033701437408,-1.0803886158048144,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.32852049068091554,2024,3,29,4,0,3,12,55,13,26,13,42,14,18,14,10,14,26
4,2423.0,16,15,8,193,188,34,-0.3353926237695985,-0.6017672267393286,-0.48278040128996896,-0.33163165339788514,0,0,-0.09965892750089891,-0.10530332780109607,0.023133400419519452,-0.1278398005108111,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,19,1,0,3,22,35,22,30,22,42,23,39,23,55,23,44
9,2807.0,36,33,19,164,191,7,-0.37268388965212934,-0.9090274291815105,3.618028307000156,-0.4573060833782857,0,0,0.778338978097597,0.7068970421360729,0.4906076402786255,0.4748272882516514,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,4,5,1,1,19,55,19,48,19,57,22,27,23,19,23,1
12,2228.0,193,50,11,125,269,47,0.42907832682228403,-0.0896668893356923,-0.48278040128996896,0.17106606652371698,0,0,-0.49750172847521734,-0.68347986233264,-0.6426632442282982,-0.4174548181661055,0.12076420169295149,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.06004159454706934,2024,1,17,2,0,3,8,59,9,35,9,52,12,2,11,50,12,7
13,3290.0,145,139,26,205,199,2,-0.1862275602394751,-0.0896668893356923,0.9312915670859362,-0.044375813442683945,0,0,-0.9913755503743713,-0.8899714818081914,-0.9968103956367119,-0.9749218752713833,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,4,2,0,0,17,45,17,48,18,5,19,50,20,0,20,5
4,2902.0,16,15,8,125,269,47,-0.2608100920045368,-0.6017672267393286,-0.48278040128996896,-0.33163165339788514,0,0,-0.5935327494000529,-0.6559476464025665,-0.5435020418339425,-0.507854881480475,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,21,0,0,0,16,30,16,29,16,41,17,58,18,14,18,3
0,5463.0,23,105,6,154,183,30,-0.39132952259339476,-0.2945070242971468,-0.6241875981275594,-0.3854921233894854,0,0,-1.1834375922240423,-1.1928258570390002,-1.1243033701437408,-1.2327294632419923,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,27,4,0,2,10,10,10,2,10,17,10,53,11,11,10,57
13,981.0,165,50,11,257,249,23,-0.3353926237695985,-0.8066073617007832,-0.6241875981275594,-0.42139910338388553,0,0,-1.0599691367492539,-1.137761425178853,-0.9968103956367119,-0.9816181762576329,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,15,3,0,2,7,30,7,25,7,35,8,20,8,40,8,24
2,312.0,241,236,48,194,189,25,0.00022876917317917288,0.32001338058721673,-0.0585588107771974,0.2249265365153172,0,0,0.558839501697973,0.7344292580661463,0.7172618171800103,0.8883238741525632,-0.14611797876824387,-0.06894253228977358,0.248317261375485,-0.023245306255910498,0.2278409046307232,2024,6,19,2,0,1,8,54,9,7,9,28,14,14,14,2,14,22
11,3319.0,232,222,4,84,80,35,-0.39132952259339476,0.6272735830293985,-0.6241875981275594,-0.20595722341748463,0,0,0.05124696252384257,0.18378493946467592,0.16479226098288494,0.02115289643324214,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,30,2,0,0,15,1,14,53,15,17,17,24,17,32,17,28
5,1492.0,267,254,7,55,55,33,-0.39132952259339476,0.32001338058721673,0.5070699765731647,-0.47525957337548574,0,0,0.14727798344867804,0.07365607574438182,-0.019364257749490188,0.1500566904185466,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,21,6,1,2,5,1,4,53,5,14,7,8,7,39,7,20
14,3601.0,125,266,47,43,41,46,-0.13029066141567883,-0.6017672267393286,-0.3413732044523784,-0.22391071341468471,0,0,-0.7032824875998648,-0.7798426180878973,-0.6851609023973079,-0.6635438794107777,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,15,6,1,0,8,55,9,1,9,13,10,20,10,31,10,26
11,5258.0,82,73,42,196,51,11,0.7646997197650617,-0.3969270917778741,0.6484771734107552,0.7455777464341193,0,0,0.668589239897785,0.6793648262059994,0.6889300450673371,0.6673459416063269,1.306907225964931,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,4,5,1,1,12,40,13,34,13,48,17,32,16,56,17,45
11,3929.0,144,137,20,78,72,20,-0.37268388965212934,-0.19208695681641957,-0.0585588107771974,-0.3136781634006851,0,0,-1.3343434822487836,-1.3029547207592942,-1.3084598888761159,-1.277929494899177,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,2,6,1,1,5,35,5,28,5,44,6,7,6,25,6,15
12,1297.0,243,223,4,186,182,16,0.00022876917317917288,0.2175933131064895,-0.48278040128996896,-0.18800373342028456,0,0,1.4505561245714453,1.3126057925976904,1.3688925757714914,1.7973467330359438,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,20,2,0,0,17,10,17,23,17,43,23,15,23,23,23,20
4,1407.0,220,204,31,78,72,20,-0.4286207884759256,-1.0114474966622378,0.22425558289798364,-0.7086549433390867,0,0,-0.45634557665028785,-0.68347986233264,-0.5859997000029521,-0.563099364617034,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,1,1,0,0,18,34,18,24,18,32,19,46,20,28,19,56
13,2353.0,202,193,2,166,51,11,-0.2421644590632714,-0.7041872942200559,-0.6241875981275594,-0.3675386333922853,0,0,0.6548705226228084,0.5554698545206684,0.7314277032363468,1.0155535928913053,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,16,0,0,0,12,20,12,20,12,31,16,18,16,35,16,22
13,1989.0,225,207,26,143,143,26,-0.27945572494580223,0.32001338058721673,-0.19996600761478792,-0.06232930343988402,0,0,-0.9227819639994888,-0.7660765101228606,-0.8126538769043368,-0.8242551030807678,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,30,0,0,2,8,30,8,28,8,49,9,47,9,50,9,54
10,5040.0,201,192,36,168,164,41,-0.3167469908283331,0.6272735830293985,-0.48278040128996896,-0.6547944733474865,0,0,0.449089763498161,0.18378493946467592,0.15062637492654837,0.06300477759730204,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,2,5,1,3,10,55,10,51,11,15,12,21,12,55,12,26
10,5040.0,201,192,36,168,164,41,-0.3353926237695985,1.4466341228752166,-0.19996600761478792,0.18901955652091704,0,0,0.449089763498161,0.8445581217864404,0.6889300450673371,0.06300477759730204,-0.14611797876824387,-0.06894253228977358,0.9422545897078831,-0.023245306255910498,-0.20843730158677687,2024,2,28,2,0,3,10,53,10,48,11,20,13,4,12,53,13,11
5,2109.0,173,158,7,166,51,11,-0.018416863768086253,4.211975944854853,-0.0585588107771974,0.40446143648731797,0,0,0.860651281747456,1.1887108209123594,0.6464323868983275,0.5769458782919575,-0.14611797876824387,-0.06894253228977358,1.0053398013744648,-0.023245306255910498,0.16072118059726168,2024,12,21,5,1,0,12,43,12,55,13,54,15,35,15,13,15,43
4,1091.0,251,219,45,244,228,4,0.6341802891762037,0.012753178145034964,-0.48278040128996896,0.6378568064509189,0,0,-0.4014707075503819,-0.3806254871018313,-0.34517963704523075,-0.3990399904539192,-0.0868108275546449,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,1.167517041099185,2024,9,9,0,0,2,22,59,23,46,0,4,0,35,23,57,0,40
13,2810.0,72,65,5,143,143,26,-0.2421644590632714,0.32001338058721673,-0.48278040128996896,-0.24186420341188478,0,0,-0.4426268593753114,-0.4494560269270151,-0.45850672549592314,-0.3504918083036097,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,3,3,0,0,19,40,19,40,20,1,20,24,20,35,20,29
12,2241.0,126,112,42,86,184,28,-0.07435376259188253,-0.0896668893356923,-0.48278040128996896,-0.3854921233894854,0,0,0.9566823026722915,0.7206631501011096,0.8022571335180295,0.9418942820425598,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,13,5,1,2,11,3,11,12,11,29,15,21,15,40,15,26
12,1755.0,93,84,7,196,51,11,0.07481130093824089,0.11517324562576223,0.7898843702483457,-0.11618977343148425,0,0,0.7646202608226205,0.6243003943458523,0.5472711845039717,0.5769458782919575,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,27,5,1,3,12,32,12,49,13,8,14,42,14,55,14,56
11,5590.0,243,223,4,251,224,45,0.1493938327033026,0.32001338058721673,-0.19996600761478792,0.04539163654331643,0,0,-0.4014707075503819,-0.47698824285708863,-0.5151702697212693,-0.3990399904539192,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,14,3,0,0,19,47,20,8,20,29,22,48,22,45,22,55
1,2348.0,270,259,34,72,65,42,-0.39132952259339476,0.012753178145034964,1.2141059607611173,-0.3136781634006851,0,0,-0.9227819639994888,-0.8762053738431547,-1.025142167749385,-1.0050552297095066,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,2,1,0,2,10,14,10,6,10,24,11,7,11,34,11,24
2,19.0,138,176,30,202,205,35,2.3682241527138883,1.3442140553944895,-0.9070019918027404,2.702508156128928,0,0,3.0968021975686253,3.4325864192133517,3.4371119399966275,2.7063695919193247,-0.14611797876824387,-0.06894253228977358,0.9422545897078831,-0.023245306255910498,4.489943380755532,2024,3,22,4,0,3,20,0,22,20,22,51,1,49,23,13,1,51
13,5237.0,202,193,2,71,70,5,2.2377047221250304,-1.113867564142965,-0.6241875981275594,1.8946011062549244,0,0,-0.5112204457501939,-0.7110120782627135,-0.5151702697212693,-0.394017764714232,-0.14611797876824387,-0.06894253228977358,6.935349698033139,-0.023245306255910498,-0.20843730158677687,2024,6,7,4,0,1,14,15,16,28,16,35,18,54,17,5,18,58
3,1168.0,198,267,7,121,272,30,-0.4099751555346602,0.11517324562576223,-0.0585588107771974,-0.47525957337548574,0,0,0.3256213080233725,0.26638158725489647,0.26395346337724074,0.36601239722509565,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,15,4,0,3,12,26,12,17,12,36,14,50,15,17,14,58
1,1893.0,55,46,31,57,61,33,-0.2608100920045368,0.5248535155486713,-0.3413732044523784,-0.13414326342868432,0,0,-0.8679070948995828,-0.7798426180878973,-0.8409856490170099,-0.8209069525876429,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,8,0,0,3,20,45,20,44,21,7,22,3,22,9,22,9
2,1055.0,146,147,4,242,241,48,-0.14893629435694425,0.012753178145034964,-0.3413732044523784,-0.2777711834062849,0,0,0.16099670072365455,0.05988996777934506,0.09396283070120219,0.1952567220757313,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,3,5,1,2,21,20,21,25,21,43,23,45,23,59,23,51
6,627.0,200,203,7,130,119,12,-0.27945572494580223,-0.9090274291815105,-0.48278040128996896,-0.4393525933810856,0,0,0.03752824524886607,-0.09153721983605931,0.07979694464486564,0.13164186270636027,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,2,2,0,0,14,15,14,13,14,22,16,23,16,45,16,28
10,5201.0,277,262,7,56,48,31,3.169986369188302,0.8321137179908531,1.9211419449490699,3.2770198360393303,0,0,-0.5523765975751234,-0.3806254871018313,-0.6993267884536445,-0.6317364497260922,-0.14611797876824387,0.18215570552455457,0.248317261375485,-0.023245306255910498,5.798777999408032,2024,7,18,3,0,2,17,59,21,2,21,28,23,34,20,46,23,56
13,192.0,162,128,23,164,191,7,-0.2608100920045368,-0.49934715925860135,-0.0585588107771974,-0.3854921233894854,0,0,0.17471541799863105,0.07365607574438182,0.15062637492654837,0.392797601170094,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,3,1,0,0,19,0,18,59,19,12,22,18,22,40,22,26
12,1308.0,85,177,28,196,51,11,-0.39132952259339476,0.8321137179908531,-0.3413732044523784,-0.6368409833502865,0,0,0.10612183162374855,-0.09153721983605931,-0.1751890043691922,-0.1981509608664317,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,3,0,0,1,21,40,21,32,21,58,22,41,23,15,22,47
1,581.0,173,158,7,204,198,36,-0.3540382567108639,-0.2945070242971468,-0.3413732044523784,-0.5111665533698859,0,0,0.25702772164849,0.12872050760452886,0.20728991915189457,0.29402716162291265,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,31,3,0,0,15,3,14,57,15,12,17,22,17,49,17,28
8,3536.0,193,50,11,26,20,17,-0.3167469908283331,-0.3969270917778741,-0.6241875981275594,-0.5829805133586862,0,0,0.07868439707379556,-0.1328355437311696,-0.019364257749490188,0.2354345279932288,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,26,2,0,1,13,24,13,20,13,34,16,28,16,57,16,32
1,1682.0,55,46,31,164,191,7,-0.27945572494580223,0.012753178145034964,0.7898843702483457,-0.20595722341748463,0,0,-0.6621263357749353,-0.6146493225074562,-0.713492674509981,-0.6183438477535931,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,22,2,0,1,16,19,16,17,16,35,17,40,17,58,17,54
12,1372.0,146,147,4,55,55,33,-0.3540382567108639,-0.19208695681641957,0.6484771734107552,-0.22391071341468471,0,0,1.711211752795999,1.8081856793390136,1.8222009295742612,2.0333913428012416,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,21,3,0,0,8,15,8,9,8,25,15,29,15,47,15,42
13,204.0,165,50,11,17,17,42,-0.3353926237695985,-0.3969270917778741,-0.0585588107771974,-0.3136781634006851,0,0,0.10612183162374855,0.11495439963949211,0.17895814703922147,0.22539007651385443,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,30,1,0,1,12,5,12,0,12,14,14,22,14,40,14,30
4,680.0,138,176,30,244,228,4,-0.29810135788706765,0.32001338058721673,-0.19996600761478792,0.08129861653771658,0,0,3.151677066668531,3.446352527178388,3.522107256334647,2.927347524465561,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,10,5,1,2,10,25,10,22,10,43,13,47,13,42,13,54
1,1659.0,146,147,4,72,65,42,1.603753202122006,0.5248535155486713,0.22425558289798364,1.786880166271724,0,0,0.4628084807731375,0.6518326102759258,0.5756029566166447,0.6656718663597645,-0.027503676341045932,-0.06894253228977358,0.31140247304206664,-0.023245306255910498,2.979749590002647,2024,1,28,6,1,3,14,59,16,38,17,1,21,37,20,0,21,47
1,2760.0,202,193,2,143,143,26,3.2072776350708327,0.012753178145034964,-0.19996600761478792,3.1692988960561297,0,0,-1.0188129849243244,-0.9588020216333752,-0.9684786235240388,-0.9749218752713833,0.5359142601881443,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,5.194700483106878,2024,4,23,1,0,1,14,0,17,5,17,23,18,10,15,13,18,17
1,1848.0,73,62,42,186,182,16,1.1935492774141665,-0.19208695681641957,0.08284838606039312,1.320089426344522,0,0,-0.8130322257996768,-0.68347986233264,-0.6851609023973079,-0.6534994279314034,0.6545285626153422,-0.06894253228977358,0.059061626375740035,-0.023245306255910498,1.469555799249762,2024,7,6,5,1,2,11,43,13,0,13,16,14,23,13,11,14,32
1,2240.0,163,184,7,174,166,7,-0.07435376259188253,0.32001338058721673,-0.6241875981275594,-0.09823628343428417,0,0,-0.9913755503743713,-1.0138664534935222,-1.025142167749385,-1.0803886158048144,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,8,0,0,3,10,5,10,14,10,35,11,18,11,20,11,22
13,738.0,82,73,42,166,51,11,-0.2608100920045368,-0.49934715925860135,-0.6241875981275594,-0.3136781634006851,0,0,0.5176833498730435,0.4728732067304479,0.6181006147856545,0.6690200168528893,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,17,3,0,0,14,30,14,29,14,42,18,21,18,35,18,25
12,1876.0,126,112,42,234,226,42,-0.29810135788706765,-0.0896668893356923,-0.7655947949651499,-0.40344561338668544,0,0,-1.1285627231241362,-1.2203580729690737,-1.1668010283127506,-1.0820626910513766,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,25,6,1,2,20,25,20,22,20,39,21,12,21,30,21,15
4,1036.0,183,161,21,15,14,8,-0.2608100920045368,-0.2945070242971468,-0.0585588107771974,-0.3854921233894854,0,0,0.03752824524886607,-0.06400500390598579,-0.019364257749490188,0.1165751854872987,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,4,4,0,0,15,15,15,14,15,29,18,23,18,45,18,31
7,376.0,119,111,9,192,128,9,-0.3540382567108639,-0.6017672267393286,-0.48278040128996896,-0.3136781634006851,0,0,-1.4578119377235723,-1.4406158004096619,-1.3509575470451256,-1.2344035384885548,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,28,0,0,0,16,35,16,29,16,41,17,1,17,16,17,6
12,2103.0,194,178,47,126,116,42,-0.2421644590632714,-0.2945070242971468,0.22425558289798364,-0.5111665533698859,0,0,0.9841197372222444,0.7757275819612567,0.816423019574366,0.6087533079766431,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,14,3,0,3,7,20,7,20,7,35,9,28,9,59,9,38
13,3128.0,248,224,4,226,213,26,0.00022876917317917288,-0.9090274291815105,-0.7655947949651499,-0.11618977343148425,0,0,-1.1971563094990187,-1.2891886127942576,-1.1243033701437408,-1.087084916791064,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,13,5,1,2,20,25,20,38,20,47,21,23,21,25,21,26
4,702.0,183,161,21,33,181,41,-0.3167469908283331,0.7296936505101258,-0.19996600761478792,-0.42139910338388553,0,0,-0.1133776447758754,-0.2016660835563534,-0.2885160928198846,-0.2383287667839292,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,8,0,0,3,9,0,8,56,9,21,10,56,11,19,11,3
0,5083.0,64,51,15,86,184,28,-0.3353926237695985,-0.2945070242971468,0.36566277973557415,-0.20595722341748463,0,0,-0.36031455572545235,-0.2704966233815372,-0.27435020676354804,-0.44926224785079105,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,7,3,0,3,17,0,16,55,17,10,18,46,19,1,18,57
